osu file format v14

[General]
AudioFilename: audio.mp3
AudioLeadIn: 0
PreviewTime: -1
Countdown: 0
SampleSet: Normal
StackLeniency: 0.7
Mode: 0
LetterboxInBreaks: 0
WidescreenStoryboard: 0

[Editor]
DistanceSpacing: 0.8
BeatDivisor: 4
GridSize: 32
TimelineZoom: 0.5999999

[Metadata]
Title:Game On!
TitleUnicode:Game On!
Artist:Monday Night Monsters
ArtistUnicode:Monday Night Monsters
Creator:dhanfrhr
Version:Easy
Source:
Tags:
BeatmapID:0
BeatmapSetID:-1

[Difficulty]
HPDrainRate:5
CircleSize:5
OverallDifficulty:5
ApproachRate:5
SliderMultiplier:1.4
SliderTickRate:1

[Events]
//Background and Video events
//Break Periods
//Storyboard Layer 0 (Background)
//Storyboard Layer 1 (Fail)
//Storyboard Layer 2 (Pass)
//Storyboard Layer 3 (Foreground)
//Storyboard Layer 4 (Overlay)
//Storyboard Sound Samples

[TimingPoints]
0.41668275433085,600,4,1,0,100,1,0


[HitObjects]
32,192,9600,1,0,0:0:0:0:
32,192,12000,1,0,0:0:0:0:
32,192,14400,1,0,0:0:0:0:
32,192,16800,1,0,0:0:0:0:
96,192,19200,5,0,0:0:0:0:
416,192,20400,1,0,0:0:0:0:
96,192,21600,5,0,0:0:0:0:
416,192,22800,1,0,0:0:0:0:
96,192,24000,5,0,0:0:0:0:
416,192,25200,1,0,0:0:0:0:
96,192,26400,5,0,0:0:0:0:
416,192,27600,1,0,0:0:0:0:
96,192,28800,5,0,0:0:0:0:
416,192,30000,1,0,0:0:0:0:
96,192,31200,5,0,0:0:0:0:
416,192,32400,1,0,0:0:0:0:
96,192,33600,5,0,0:0:0:0:
416,192,34800,1,0,0:0:0:0:
96,192,36000,5,0,0:0:0:0:
416,192,37200,1,0,0:0:0:0:
96,160,39900,5,0,0:0:0:0:
96,224,40200,5,0,0:0:0:0:
416,160,42300,1,0,0:0:0:0:
416,224,42600,1,0,0:0:0:0:
96,160,44700,5,0,0:0:0:0:
96,224,45000,5,0,0:0:0:0:
416,160,47100,1,0,0:0:0:0:
416,224,47400,1,0,0:0:0:0:
96,192,48000,5,0,0:0:0:0:
416,192,49200,1,0,0:0:0:0:
96,192,50400,5,0,0:0:0:0:
416,192,51600,1,0,0:0:0:0:
96,192,52800,5,0,0:0:0:0:
416,192,54000,1,0,0:0:0:0:
96,192,55200,5,0,0:0:0:0:
416,192,56400,1,0,0:0:0:0:
96,192,57600,5,0,0:0:0:0:
416,192,58200,1,0,0:0:0:0:
96,192,58800,5,0,0:0:0:0:
416,192,59400,1,0,0:0:0:0:
96,192,60000,5,0,0:0:0:0:
416,192,60600,1,0,0:0:0:0:
96,192,61200,5,0,0:0:0:0:
416,192,61800,1,0,0:0:0:0:
96,192,62400,5,0,0:0:0:0:
416,192,63000,1,0,0:0:0:0:
96,192,63600,5,0,0:0:0:0:
416,192,64200,1,0,0:0:0:0:
96,192,64800,5,0,0:0:0:0:
416,192,65400,1,0,0:0:0:0:
96,192,66000,5,0,0:0:0:0:
416,192,66600,1,0,0:0:0:0:
96,160,68700,5,0,0:0:0:0:
96,224,69000,5,0,0:0:0:0:
416,160,71100,1,0,0:0:0:0:
416,224,71400,1,0,0:0:0:0:
96,160,73500,5,0,0:0:0:0:
96,224,73800,5,0,0:0:0:0:
416,160,75900,1,0,0:0:0:0:
416,224,76200,1,0,0:0:0:0:
224,96,76800,1,0,0:0:0:0:
288,256,81600,1,0,0:0:0:0:
288,96,84000,1,0,0:0:0:0:
288,160,84600,1,0,0:0:0:0:
287,255,85500,1,0,0:0:0:0:
288,320,85800,1,0,0:0:0:0:
224,96,86400,1,0,0:0:0:0:
32,192,87900,1,0,0:0:0:0:
480,192,88200,1,0,0:0:0:0:
288,320,88800,1,0,0:0:0:0:
32,192,90300,1,0,0:0:0:0:
480,192,90600,1,0,0:0:0:0:
224,96,91200,1,0,0:0:0:0:
32,192,92700,1,0,0:0:0:0:
480,192,93000,1,0,0:0:0:0:
288,320,93600,1,0,0:0:0:0:
32,192,95100,1,0,0:0:0:0:
480,192,95400,1,0,0:0:0:0:
96,192,96000,5,0,0:0:0:0:
416,192,96600,1,0,0:0:0:0:
96,160,97500,5,0,0:0:0:0:
96,224,97800,5,0,0:0:0:0:
416,192,98400,1,0,0:0:0:0:
96,192,99000,5,0,0:0:0:0:
416,160,99900,1,0,0:0:0:0:
416,224,100200,1,0,0:0:0:0:
96,192,100800,5,0,0:0:0:0:
416,192,101400,1,0,0:0:0:0:
96,160,102300,5,0,0:0:0:0:
96,224,102600,5,0,0:0:0:0:
416,192,103200,1,0,0:0:0:0:
96,192,103800,5,0,0:0:0:0:
416,160,104700,1,0,0:0:0:0:
416,224,105000,1,0,0:0:0:0:
96,192,105600,5,0,0:0:0:0:
416,192,106200,1,0,0:0:0:0:
96,160,107100,5,0,0:0:0:0:
96,224,107400,5,0,0:0:0:0:
416,192,108000,1,0,0:0:0:0:
96,192,108600,5,0,0:0:0:0:
416,160,109500,1,0,0:0:0:0:
416,224,109800,1,0,0:0:0:0:
96,192,110400,5,0,0:0:0:0:
416,192,111000,1,0,0:0:0:0:
96,160,111900,5,0,0:0:0:0:
96,224,112200,5,0,0:0:0:0:
416,192,112800,1,0,0:0:0:0:
96,192,113400,5,0,0:0:0:0:
416,160,114300,1,0,0:0:0:0:
416,224,114600,1,0,0:0:0:0:
224,96,115200,1,0,0:0:0:0:
32,192,116700,1,0,0:0:0:0:
480,192,117000,1,0,0:0:0:0:
288,320,117600,1,0,0:0:0:0:
32,192,119100,1,0,0:0:0:0:
480,192,119400,1,0,0:0:0:0:
224,96,120000,1,0,0:0:0:0:
32,192,121500,1,0,0:0:0:0:
480,192,121800,1,0,0:0:0:0:
288,320,122400,1,0,0:0:0:0:
32,192,123900,1,0,0:0:0:0:
480,192,124200,1,0,0:0:0:0:
32,128,124800,1,0,0:0:0:0:
480,128,125100,1,0,0:0:0:0:
32,192,125400,1,0,0:0:0:0:
480,192,125700,1,0,0:0:0:0:
32,96,127200,1,0,0:0:0:0:
32,160,127350,1,0,0:0:0:0:
480,96,127500,1,0,0:0:0:0:
480,160,127650,1,0,0:0:0:0:
32,224,127800,1,0,0:0:0:0:
32,288,127950,1,0,0:0:0:0:
480,224,128100,1,0,0:0:0:0:
480,288,128250,1,0,0:0:0:0:
224,160,128700,1,0,0:0:0:0:
288,224,129000,1,0,0:0:0:0:
32,96,129600,1,0,0:0:0:0:
32,160,129750,1,0,0:0:0:0:
480,96,129900,1,0,0:0:0:0:
480,160,130050,1,0,0:0:0:0:
32,224,130200,1,0,0:0:0:0:
32,288,130350,1,0,0:0:0:0:
480,224,130500,1,0,0:0:0:0:
480,288,130650,1,0,0:0:0:0:
224,160,131100,1,0,0:0:0:0:
288,224,131400,1,0,0:0:0:0:
256,192,132000,12,0,132900,0:0:0:0:
